                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.71946,                0.81795,                 1.1076,                0.53514,                0.68931,                0.61289,                0.50525,                0.63774,                0.64541,                0.93314,               0.008119,               0.008119,               0.008119
                     21,                0.71456,                0.82149,                 1.1032,                0.54133,                0.67011,                0.61247,                0.51262,                0.62216,                 0.6496,                0.92259,                0.00802,                0.00802,                0.00802
                     22,                0.69637,                0.79695,                 1.0957,                0.54345,                0.66563,                0.62543,                0.52578,                 0.6227,                0.60383,                0.92804,               0.007921,               0.007921,               0.007921
                     23,                0.69398,                0.79667,                 1.0927,                 0.5333,                0.71959,                0.63345,                0.53725,                0.61993,                0.60668,                0.92578,               0.007822,               0.007822,               0.007822
                     24,                0.68032,                0.77735,                 1.0876,                0.56963,                0.70628,                0.65441,                0.55315,                0.61305,                0.57827,                0.91936,               0.007723,               0.007723,               0.007723
                     25,                0.67625,                0.78089,                 1.0812,                0.55122,                0.72719,                0.67147,                0.57055,                0.60282,                0.56067,                0.90926,               0.007624,               0.007624,               0.007624
                     26,                0.67348,                0.77743,                 1.0828,                0.61155,                0.69701,                0.66565,                0.56279,                0.60497,                 0.5654,                0.91485,               0.007525,               0.007525,               0.007525
                     27,                0.66939,                0.75781,                 1.0761,                0.58631,                0.70908,                 0.6751,                0.56684,                0.60914,                0.54751,                0.91376,               0.007426,               0.007426,               0.007426
                     28,                0.65999,                0.75169,                  1.074,                0.56401,                0.72034,                0.66472,                0.55907,                0.59766,                0.54203,                0.90308,               0.007327,               0.007327,               0.007327
                     29,                0.66451,                0.74794,                 1.0799,                 0.6699,                0.63489,                0.66786,                  0.568,                0.60771,                0.58734,                 0.9118,               0.007228,               0.007228,               0.007228
                     30,                 0.6603,                0.74503,                 1.0739,                0.64373,                0.72041,                0.70392,                 0.5974,                0.59295,                0.53917,                0.91061,               0.007129,               0.007129,               0.007129
                     31,                0.65921,                0.73266,                 1.0713,                0.67385,                0.68708,                0.71129,                0.61242,                0.57099,                0.52316,                0.89035,                0.00703,                0.00703,                0.00703
                     32,                0.65023,                0.71616,                 1.0657,                0.63336,                0.70705,                0.69673,                0.59377,                0.59007,                0.54094,                 0.9077,               0.006931,               0.006931,               0.006931
                     33,                0.64592,                0.72632,                 1.0689,                0.64057,                0.70199,                 0.7073,                0.60276,                0.58594,                0.52546,                0.89868,               0.006832,               0.006832,               0.006832
                     34,                0.64811,                0.72246,                 1.0641,                0.65374,                 0.7343,                0.71478,                0.61137,                0.56711,                0.50849,                 0.8881,               0.006733,               0.006733,               0.006733
                     35,                0.64593,                0.71723,                 1.0658,                0.70115,                0.72331,                0.74272,                0.63296,                0.57513,                0.50173,                0.89233,               0.006634,               0.006634,               0.006634
                     36,                0.63597,                  0.713,                 1.0637,                0.72906,                0.68364,                0.72302,                 0.6201,                0.56344,                0.50271,                0.88746,               0.006535,               0.006535,               0.006535
                     37,                0.63475,                0.69883,                  1.058,                0.73002,                0.66296,                0.71973,                0.61505,                0.56797,                0.50083,                0.88705,               0.006436,               0.006436,               0.006436
                     38,                0.63725,                0.68474,                 1.0554,                0.67335,                0.71416,                0.72126,                  0.617,                0.56878,                0.50254,                0.89317,               0.006337,               0.006337,               0.006337
                     39,                0.63267,                0.68698,                 1.0588,                0.68867,                0.68977,                0.71501,                0.61309,                0.56565,                0.50098,                0.88238,               0.006238,               0.006238,               0.006238
                     40,                0.62867,                 0.6783,                 1.0585,                0.67512,                0.72179,                0.72801,                0.62858,                0.55546,                0.48979,                0.87449,               0.006139,               0.006139,               0.006139
                     41,                0.61742,                0.67498,                  1.048,                0.66243,                0.73637,                0.72733,                0.63077,                0.56173,                0.49119,                0.88597,                0.00604,                0.00604,                0.00604
                     42,                0.61991,                0.67336,                 1.0514,                0.72102,                0.69572,                0.72794,                0.62633,                0.55575,                0.48315,                0.87909,               0.005941,               0.005941,               0.005941
                     43,                0.61095,                0.66208,                 1.0439,                 0.7226,                0.73112,                0.74226,                 0.6393,                0.56506,                0.47551,                0.88832,               0.005842,               0.005842,               0.005842
                     44,                0.61178,                0.65939,                 1.0449,                0.73342,                0.73298,                0.74272,                0.64876,                0.55231,                0.47382,                0.88106,               0.005743,               0.005743,               0.005743
                     45,                0.61491,                0.65452,                 1.0447,                0.66794,                0.76069,                 0.7367,                0.64077,                0.55248,                0.47644,                0.88184,               0.005644,               0.005644,               0.005644
                     46,                0.61436,                0.65308,                 1.0465,                0.66918,                0.73882,                0.72835,                0.63242,                0.55194,                0.48662,                0.88476,               0.005545,               0.005545,               0.005545
                     47,                0.59769,                0.64172,                 1.0386,                0.68433,                0.76706,                0.74383,                0.64768,                0.54445,                 0.4778,                0.87033,               0.005446,               0.005446,               0.005446
                     48,                0.59429,                0.62055,                 1.0342,                0.65206,                0.78295,                0.72617,                  0.633,                0.53848,                0.48052,                0.86972,               0.005347,               0.005347,               0.005347
                     49,                0.60524,                0.63863,                 1.0404,                0.70809,                0.72953,                0.73699,                0.64173,                0.53824,                0.47304,                0.86953,               0.005248,               0.005248,               0.005248
                     50,                0.59481,                0.62677,                  1.037,                0.66913,                 0.7838,                 0.7549,                0.65417,                0.54199,                0.46493,                0.87328,               0.005149,               0.005149,               0.005149
                     51,                0.59268,                0.61646,                 1.0331,                0.70463,                0.74756,                0.75148,                 0.6549,                0.53399,                0.45923,                0.86941,                0.00505,                0.00505,                0.00505
                     52,                0.59986,                0.62795,                 1.0381,                0.72422,                0.71988,                0.73488,                0.63788,                0.54413,                0.47047,                0.88446,               0.004951,               0.004951,               0.004951
                     53,                0.58192,                 0.6124,                 1.0319,                0.71759,                0.73802,                0.73941,                0.64131,                 0.5443,                0.45938,                 0.8758,               0.004852,               0.004852,               0.004852
                     54,                 0.5842,                0.61697,                 1.0337,                0.68283,                0.76746,                0.75305,                 0.6586,                0.53982,                0.45039,                0.87107,               0.004753,               0.004753,               0.004753
                     55,                0.57894,                0.60131,                 1.0284,                0.70979,                 0.7626,                0.76203,                0.66608,                0.54105,                0.45572,                0.88115,               0.004654,               0.004654,               0.004654
                     56,                0.58582,                0.60895,                 1.0343,                0.71235,                0.75946,                0.76154,                0.66785,                0.53761,                0.45173,                0.87632,               0.004555,               0.004555,               0.004555
                     57,                0.57411,                0.58774,                 1.0266,                0.69633,                0.77903,                0.76239,                0.66718,                 0.5288,                0.45032,                0.86982,               0.004456,               0.004456,               0.004456
                     58,                0.58325,                0.60016,                 1.0288,                 0.7226,                0.78574,                0.76474,                0.66863,                0.53128,                0.44012,                 0.8692,               0.004357,               0.004357,               0.004357
                     59,                0.56876,                0.59474,                 1.0231,                0.73609,                0.75567,                0.76222,                0.67154,                0.52796,                0.44132,                 0.8641,               0.004258,               0.004258,               0.004258
                     60,                0.57326,                0.57937,                 1.0206,                0.74227,                0.73366,                 0.7675,                0.67478,                0.52643,                0.43948,                0.86277,               0.004159,               0.004159,               0.004159
                     61,                0.56385,                 0.5778,                  1.017,                0.74339,                 0.7648,                0.77802,                0.68382,                0.52656,                0.44084,                0.86433,                0.00406,                0.00406,                0.00406
                     62,                0.55915,                 0.5613,                 1.0143,                0.74037,                0.74675,                0.76166,                0.67122,                0.52483,                0.44981,                0.86006,               0.003961,               0.003961,               0.003961
                     63,                0.56507,                0.56438,                 1.0194,                0.74319,                0.75248,                0.76931,                0.67824,                0.52607,                0.44702,                0.86697,               0.003862,               0.003862,               0.003862
                     64,                0.55631,                0.55874,                 1.0144,                0.72907,                0.77477,                0.77837,                0.68534,                0.52382,                0.43987,                0.86653,               0.003763,               0.003763,               0.003763
                     65,                0.56096,                0.55281,                 1.0201,                0.75039,                0.73213,                0.76962,                0.67978,                0.52185,                0.44171,                0.86673,               0.003664,               0.003664,               0.003664
                     66,                0.55393,                0.55101,                 1.0108,                0.72678,                0.75601,                0.76363,                0.67407,                 0.5206,                0.44321,                0.86406,               0.003565,               0.003565,               0.003565
                     67,                0.55269,                0.54747,                 1.0106,                0.73553,                0.74805,                0.75495,                0.66587,                0.52331,                0.45018,                0.86895,               0.003466,               0.003466,               0.003466
                     68,                0.54625,                  0.532,                 1.0103,                0.73607,                0.75015,                0.75714,                0.66883,                0.52279,                0.44631,                0.86707,               0.003367,               0.003367,               0.003367
                     69,                0.54873,                0.54137,                 1.0106,                0.74297,                0.72596,                0.75264,                0.66677,                0.51927,                0.44327,                0.86211,               0.003268,               0.003268,               0.003268
                     70,                0.54427,                0.52473,                 1.0069,                0.73462,                0.73959,                 0.7574,                0.66776,                 0.5152,                0.43793,                0.85593,               0.003169,               0.003169,               0.003169
                     71,                0.53001,                0.52642,                 1.0019,                0.74377,                0.73676,                 0.7659,                0.67459,                0.51209,                0.43907,                0.85598,                0.00307,                0.00307,                0.00307
                     72,                0.53145,                0.51438,                 1.0006,                0.73718,                0.73926,                0.76879,                 0.6787,                0.51127,                0.43326,                0.85455,               0.002971,               0.002971,               0.002971
                     73,                0.52706,                0.51829,                0.99845,                0.72236,                 0.7703,                0.77084,                0.68025,                 0.5168,                0.43347,                0.85975,               0.002872,               0.002872,               0.002872
                     74,                0.52506,                0.50718,                 1.0022,                0.74306,                 0.7423,                0.77042,                0.68214,                0.51694,                0.43688,                0.86192,               0.002773,               0.002773,               0.002773
                     75,                0.52798,                0.50723,                0.99934,                0.72681,                0.75854,                0.76691,                0.68099,                0.51388,                0.44039,                0.85847,               0.002674,               0.002674,               0.002674
                     76,                 0.5303,                0.50904,                 1.0001,                0.71815,                0.77362,                0.77631,                0.68956,                0.51445,                0.44183,                0.85781,               0.002575,               0.002575,               0.002575
                     77,                0.52803,                0.50493,                 1.0001,                0.71263,                0.76558,                0.77075,                0.68313,                0.51404,                0.44195,                0.85816,               0.002476,               0.002476,               0.002476
                     78,                0.51911,                0.49385,                0.99347,                0.69447,                0.79922,                0.76639,                0.67877,                0.51332,                0.44045,                0.85796,               0.002377,               0.002377,               0.002377
                     79,                0.52348,                0.49176,                0.99561,                 0.7141,                0.74955,                 0.7618,                0.67799,                0.51412,                0.44213,                0.85791,               0.002278,               0.002278,               0.002278
                     80,                0.51323,                0.48805,                0.98866,                0.70746,                0.76169,                0.75817,                 0.6756,                0.51402,                0.44661,                 0.8587,               0.002179,               0.002179,               0.002179
                     81,                0.51501,                0.48473,                0.99342,                0.71406,                0.76411,                0.75467,                0.66966,                0.51323,                0.45204,                0.85937,                0.00208,                0.00208,                0.00208
                     82,                0.50917,                 0.4758,                0.99259,                0.70317,                0.78449,                0.76341,                0.67688,                0.51276,                0.44977,                 0.8604,               0.001981,               0.001981,               0.001981
                     83,                0.50466,                 0.4647,                0.98951,                0.70904,                0.78321,                0.76345,                0.67732,                0.51238,                0.44522,                0.86074,               0.001882,               0.001882,               0.001882
                     84,                0.50703,                0.46376,                0.98659,                0.73654,                0.74246,                0.76316,                  0.677,                0.51278,                0.44315,                 0.8607,               0.001783,               0.001783,               0.001783
                     85,                0.50229,                0.46438,                0.98665,                0.68943,                0.80518,                0.76237,                0.67639,                0.51388,                0.44588,                0.86161,               0.001684,               0.001684,               0.001684
                     86,                0.49742,                0.46029,                0.98283,                0.68799,                0.79549,                0.75845,                0.67395,                0.51471,                0.44902,                0.86162,               0.001585,               0.001585,               0.001585
                     87,                0.49039,                0.45313,                0.97877,                 0.6979,                0.77754,                0.75858,                0.67448,                0.51356,                0.44943,                0.86153,               0.001486,               0.001486,               0.001486
                     88,                 0.4969,                  0.447,                0.98063,                0.71071,                0.77333,                0.76064,                0.67544,                0.51263,                0.44923,                0.86062,               0.001387,               0.001387,               0.001387
                     89,                0.49413,                0.45714,                0.98128,                0.71911,                0.77713,                0.76325,                0.67704,                0.51187,                0.44682,                0.86074,               0.001288,               0.001288,               0.001288
                     90,                0.49007,                0.44684,                0.97972,                0.72455,                0.77006,                0.76265,                0.67653,                0.51237,                0.44642,                0.86202,               0.001189,               0.001189,               0.001189
                     91,                0.39718,                0.26498,                0.88937,                0.74284,                 0.7483,                0.76013,                 0.6731,                0.51149,                0.44537,                0.86037,                0.00109,                0.00109,                0.00109
                     92,                0.38715,                0.25198,                0.88831,                0.75169,                0.73569,                0.76068,                0.67425,                0.50886,                0.43987,                0.85594,               0.000991,               0.000991,               0.000991
                     93,                0.38368,                0.24739,                0.88386,                0.73949,                0.74335,                0.76038,                0.67374,                0.50848,                0.43816,                0.85514,               0.000892,               0.000892,               0.000892
                     94,                0.37708,                0.24157,                0.88051,                0.74213,                0.74417,                0.75935,                0.67595,                0.50763,                  0.438,                0.85533,               0.000793,               0.000793,               0.000793
                     95,                0.36977,                0.23371,                0.87908,                0.74611,                0.73908,                0.75921,                0.67522,                0.50642,                  0.439,                0.85499,               0.000694,               0.000694,               0.000694
                     96,                0.36939,                0.23225,                0.87847,                0.74935,                0.73471,                0.75762,                0.67532,                0.50636,                0.44078,                0.85454,               0.000595,               0.000595,               0.000595
                     97,                0.36686,                0.22314,                0.87549,                0.76884,                0.71601,                 0.7569,                0.67468,                0.50568,                0.44369,                0.85405,               0.000496,               0.000496,               0.000496
                     98,                0.35508,                0.21345,                0.86951,                0.75571,                0.71693,                  0.756,                0.67456,                0.50622,                0.44645,                0.85446,               0.000397,               0.000397,               0.000397
                     99,                0.36035,                0.21723,                0.87014,                0.75874,                0.71501,                0.75199,                0.67252,                0.50623,                0.44859,                 0.8541,               0.000298,               0.000298,               0.000298
                    100,                0.35628,                0.21288,                0.86782,                0.75621,                0.71437,                 0.7494,                0.67096,                0.50625,                0.45064,                0.85398,               0.000199,               0.000199,               0.000199
