                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.66436,                 0.7439,                 1.0797,                0.64005,                0.70052,                0.69254,                0.59141,                0.58583,                0.55507,                0.89643,               0.007327,               0.007327,               0.007327
                     29,                0.66133,                0.73717,                 1.0743,                0.64015,                0.72113,                0.68876,                0.59466,                0.58437,                0.53797,                0.89883,               0.007228,               0.007228,               0.007228
                     30,                0.65942,                0.73616,                 1.0735,                0.64109,                0.66903,                0.67611,                0.57498,                0.58479,                0.57036,                0.89863,               0.007129,               0.007129,               0.007129
                     31,                0.65533,                0.72436,                 1.0786,                0.64119,                0.70867,                 0.6767,                0.58238,                0.58292,                 0.5618,                 0.8963,                0.00703,                0.00703,                0.00703
                     32,                0.65505,                0.72654,                 1.0688,                0.58687,                0.72722,                0.69291,                0.59462,                0.58509,                0.54982,                0.89511,               0.006931,               0.006931,               0.006931
                     33,                0.64777,                0.71159,                 1.0656,                0.65243,                0.68703,                0.67593,                0.57674,                0.59525,                0.55678,                0.91236,               0.006832,               0.006832,               0.006832
                     34,                0.64337,                0.69847,                 1.0643,                0.65825,                0.72605,                0.71511,                0.61411,                0.58725,                0.51196,                 0.9047,               0.006733,               0.006733,               0.006733
                     35,                0.64041,                0.69494,                 1.0601,                0.67465,                0.70036,                0.69771,                0.59937,                0.57816,                  0.538,                0.89602,               0.006634,               0.006634,               0.006634
                     36,                0.63899,                0.69062,                  1.064,                 0.6622,                0.70685,                0.71155,                0.61804,                0.57599,                0.53262,                0.89167,               0.006535,               0.006535,               0.006535
                     37,                0.63428,                0.69578,                 1.0595,                0.72804,                0.68331,                0.72236,                0.62198,                0.56262,                0.51126,                0.88283,               0.006436,               0.006436,               0.006436
                     38,                0.62593,                0.67405,                 1.0542,                0.70741,                0.68061,                0.71636,                0.61546,                0.55961,                0.51797,                0.88105,               0.006337,               0.006337,               0.006337
                     39,                0.62755,                0.67033,                 1.0573,                0.69871,                0.71837,                 0.7274,                0.62736,                0.56875,                0.49729,                0.88681,               0.006238,               0.006238,               0.006238
                     40,                0.62833,                0.66473,                 1.0572,                0.67948,                0.72837,                 0.7127,                0.61541,                0.56774,                0.52251,                0.88851,               0.006139,               0.006139,               0.006139
                     41,                0.62983,                0.66836,                 1.0557,                0.64879,                0.74364,                 0.7189,                  0.621,                0.56871,                0.50687,                0.88553,                0.00604,                0.00604,                0.00604
                     42,                0.61441,                0.66266,                 1.0526,                0.68829,                0.70431,                0.72174,                0.62308,                0.56574,                0.49966,                0.88907,               0.005941,               0.005941,               0.005941
                     43,                0.61265,                 0.6651,                 1.0465,                 0.7025,                0.74496,                0.74643,                0.65046,                 0.5511,                0.48966,                0.87707,               0.005842,               0.005842,               0.005842
                     44,                0.61274,                0.65598,                 1.0484,                0.69481,                0.70342,                0.72189,                 0.6316,                0.55579,                0.49735,                 0.8806,               0.005743,               0.005743,               0.005743
                     45,                0.61337,                0.64543,                 1.0467,                0.69452,                0.71423,                0.73277,                0.63899,                  0.551,                0.48334,                  0.873,               0.005644,               0.005644,               0.005644
                     46,                0.60017,                0.63395,                 1.0442,                0.68868,                0.71812,                0.73393,                0.64043,                0.54025,                0.48699,                0.86763,               0.005545,               0.005545,               0.005545
                     47,                0.60627,                0.63515,                 1.0418,                0.73301,                0.71382,                0.73828,                0.64352,                0.55186,                0.48547,                0.87636,               0.005446,               0.005446,               0.005446
                     48,                0.59978,                0.62475,                 1.0349,                0.74575,                0.70191,                 0.7475,                0.65298,                 0.5467,                0.48623,                 0.8671,               0.005347,               0.005347,               0.005347
                     49,                0.59784,                0.63273,                 1.0363,                0.72849,                   0.73,                0.74764,                0.65656,                 0.5389,                0.47851,                0.86899,               0.005248,               0.005248,               0.005248
                     50,                0.59402,                0.61514,                 1.0376,                0.72877,                0.75038,                0.75811,                0.66209,                0.53785,                0.47268,                0.86525,               0.005149,               0.005149,               0.005149
                     51,                0.58812,                0.61459,                 1.0325,                0.73752,                0.71332,                0.74818,                0.65873,                0.54016,                0.47504,                0.86727,                0.00505,                0.00505,                0.00505
                     52,                0.59256,                0.60736,                 1.0323,                0.71921,                 0.7179,                0.74088,                0.64899,                0.53902,                0.48341,                0.86387,               0.004951,               0.004951,               0.004951
                     53,                0.58842,                0.59771,                  1.035,                0.76427,                0.68747,                0.75041,                 0.6563,                0.54243,                0.47501,                 0.8772,               0.004852,               0.004852,               0.004852
                     54,                0.58274,                0.60188,                 1.0294,                0.76861,                0.72082,                0.76105,                0.66489,                0.54559,                0.46969,                0.87336,               0.004753,               0.004753,               0.004753
                     55,                0.57585,                0.59161,                 1.0256,                0.71682,                0.73842,                0.75297,                 0.6619,                 0.5338,                 0.4738,                0.85999,               0.004654,               0.004654,               0.004654
                     56,                0.58051,                0.58092,                 1.0251,                0.72402,                0.74138,                0.75669,                 0.6602,                0.53465,                0.47146,                0.86647,               0.004555,               0.004555,               0.004555
                     57,                0.57293,                0.58214,                 1.0272,                0.73299,                0.74583,                  0.767,                0.67248,                0.53754,                0.46049,                0.87022,               0.004456,               0.004456,               0.004456
                     58,                0.57311,                0.57817,                  1.026,                0.73555,                0.74381,                0.76251,                0.66943,                0.52728,                0.46669,                0.85951,               0.004357,               0.004357,               0.004357
                     59,                0.58381,                0.57692,                 1.0256,                 0.7751,                0.69712,                0.76006,                0.66952,                0.52625,                0.46999,                0.85924,               0.004258,               0.004258,               0.004258
                     60,                0.56191,                0.56276,                  1.014,                0.72099,                0.73959,                0.76668,                0.67695,                0.52065,                0.46721,                0.85304,               0.004159,               0.004159,               0.004159
                     61,                0.57098,                0.56405,                 1.0185,                0.75642,                0.71946,                0.75982,                0.67317,                 0.5231,                0.45766,                0.85093,                0.00406,                0.00406,                0.00406
                     62,                0.56384,                 0.5633,                 1.0174,                0.72059,                0.73369,                0.75709,                0.66894,                0.52784,                0.46451,                0.85613,               0.003961,               0.003961,               0.003961
                     63,                0.56553,                0.55394,                 1.0167,                0.76277,                0.71416,                0.76154,                0.67626,                0.52567,                0.46569,                0.85836,               0.003862,               0.003862,               0.003862
                     64,                0.55884,                 0.5557,                 1.0161,                0.71411,                0.74916,                0.75669,                0.67003,                0.52586,                0.47057,                0.86127,               0.003763,               0.003763,               0.003763
                     65,                0.55696,                0.54267,                 1.0131,                0.72481,                0.75277,                0.75926,                0.67333,                0.52112,                0.46867,                0.86269,               0.003664,               0.003664,               0.003664
                     66,                0.55371,                0.54645,                 1.0156,                   0.77,                0.72727,                0.76561,                0.68099,                0.52186,                0.46398,                0.85823,               0.003565,               0.003565,               0.003565
                     67,                0.55071,                0.53924,                 1.0087,                0.74013,                0.73205,                0.76078,                0.67705,                0.51786,                0.46702,                0.85397,               0.003466,               0.003466,               0.003466
                     68,                0.54924,                0.53046,                 1.0107,                0.72166,                0.76042,                0.76377,                0.67829,                0.51471,                0.45846,                0.85271,               0.003367,               0.003367,               0.003367
                     69,                0.53774,                0.52273,                 1.0006,                0.72835,                0.76805,                0.77121,                0.68752,                0.51573,                0.45783,                 0.8545,               0.003268,               0.003268,               0.003268
                     70,                0.54093,                0.51891,                 1.0034,                0.72057,                0.75251,                0.77473,                0.68835,                0.51293,                 0.4526,                0.84993,               0.003169,               0.003169,               0.003169
                     71,                0.54094,                0.51925,                 1.0057,                0.72484,                0.75155,                0.77425,                0.68883,                 0.5127,                0.44896,                0.85158,                0.00307,                0.00307,                0.00307
                     72,                 0.5369,                0.51541,                 1.0062,                 0.7624,                0.72124,                 0.7703,                0.68669,                0.51639,                0.45311,                0.85305,               0.002971,               0.002971,               0.002971
                     73,                0.53313,                0.50769,                 1.0018,                 0.7905,                0.71662,                0.76765,                0.68492,                0.51778,                 0.4575,                0.85553,               0.002872,               0.002872,               0.002872
                     74,                0.53459,                 0.5075,                  1.005,                0.74074,                0.75287,                0.76952,                0.68694,                0.51668,                0.45644,                0.85505,               0.002773,               0.002773,               0.002773
                     75,                0.52528,                0.50007,                0.99805,                0.72613,                0.75865,                0.76778,                0.68477,                0.51545,                0.46117,                0.85625,               0.002674,               0.002674,               0.002674
                     76,                0.52146,                0.49409,                0.99593,                0.72644,                0.75283,                0.76538,                0.68202,                0.51717,                0.46184,                0.85748,               0.002575,               0.002575,               0.002575
                     77,                0.52132,                0.49088,                0.99498,                0.74246,                0.74987,                0.76972,                0.68506,                0.51987,                0.46123,                0.86126,               0.002476,               0.002476,               0.002476
                     78,                0.51994,                0.48184,                0.99365,                0.74534,                0.75528,                0.77324,                0.68823,                0.51816,                0.45489,                0.85879,               0.002377,               0.002377,               0.002377
                     79,                0.52463,                0.48552,                 0.9982,                0.74747,                0.74889,                0.77505,                0.69236,                0.51611,                0.45309,                0.85614,               0.002278,               0.002278,               0.002278
                     80,                0.51441,                0.48131,                0.99495,                0.73717,                0.76395,                0.77686,                0.69537,                0.51524,                0.45286,                0.85618,               0.002179,               0.002179,               0.002179
                     81,                0.51119,                0.47053,                0.99021,                0.72278,                0.78144,                0.77573,                0.69298,                0.51623,                0.45444,                0.85624,                0.00208,                0.00208,                0.00208
                     82,                0.50837,                0.46896,                0.98553,                0.73211,                0.75492,                 0.7743,                0.69316,                0.51497,                0.45698,                0.85507,               0.001981,               0.001981,               0.001981
                     83,                0.50019,                0.46467,                0.98859,                0.71546,                0.78158,                0.77427,                0.69298,                0.51528,                 0.4602,                0.85603,               0.001882,               0.001882,               0.001882
                     84,                0.49601,                0.45839,                0.98354,                0.70698,                0.79109,                0.77056,                0.68972,                0.51492,                 0.4608,                0.85576,               0.001783,               0.001783,               0.001783
                     85,                  0.502,                0.45394,                0.98301,                0.72554,                0.78988,                0.76976,                0.68787,                 0.5157,                0.46032,                0.85616,               0.001684,               0.001684,               0.001684
                     86,                 0.4989,                0.45682,                0.98594,                0.71876,                0.78921,                0.77046,                0.68843,                0.51359,                0.45829,                0.85606,               0.001585,               0.001585,               0.001585
                     87,                0.49378,                0.44946,                0.97763,                0.72791,                0.76027,                0.77003,                0.68656,                0.51239,                0.46005,                0.85349,               0.001486,               0.001486,               0.001486
                     88,                0.49194,                0.44384,                0.97965,                0.72715,                0.76171,                0.76999,                0.68706,                0.51013,                0.46326,                0.85132,               0.001387,               0.001387,               0.001387
                     89,                0.49261,                0.44279,                0.98435,                0.72854,                0.75307,                0.76875,                0.68472,                0.51038,                0.46566,                0.85164,               0.001288,               0.001288,               0.001288
                     90,                0.48488,                0.43992,                0.97707,                0.72977,                0.74391,                0.76933,                0.68548,                0.50991,                 0.4647,                0.85223,               0.001189,               0.001189,               0.001189
                     91,                0.39839,                0.25922,                0.89209,                0.71503,                0.76871,                0.76814,                0.68408,                0.51139,                0.46406,                0.85353,                0.00109,                0.00109,                0.00109
                     92,                0.38629,                0.24586,                0.88678,                0.71082,                0.77673,                0.76909,                0.68569,                0.51082,                0.46199,                0.85345,               0.000991,               0.000991,               0.000991
                     93,                0.38338,                0.24305,                0.88327,                0.70456,                 0.7957,                0.76992,                0.68676,                0.51032,                0.46244,                0.85296,               0.000892,               0.000892,               0.000892
                     94,                0.37717,                0.23549,                0.87891,                0.70332,                0.79793,                0.77008,                0.68804,                0.50996,                0.46323,                0.85337,               0.000793,               0.000793,               0.000793
                     95,                0.37241,                0.23296,                0.87663,                0.74295,                0.74563,                0.76947,                0.68826,                0.50976,                0.46665,                0.85336,               0.000694,               0.000694,               0.000694
                     96,                0.36426,                0.22573,                0.88011,                0.73986,                0.74369,                0.76758,                 0.6872,                0.50929,                0.46709,                0.85337,               0.000595,               0.000595,               0.000595
                     97,                0.36378,                0.21793,                0.87377,                0.73873,                0.73993,                0.76559,                0.68631,                0.50938,                0.47007,                0.85365,               0.000496,               0.000496,               0.000496
                     98,                0.35866,                  0.218,                 0.8743,                 0.7082,                0.77741,                 0.7641,                0.68516,                0.50849,                0.47242,                0.85266,               0.000397,               0.000397,               0.000397
                     99,                0.35633,                0.21337,                0.87197,                0.70306,                 0.7794,                0.76245,                 0.6839,                 0.5085,                0.47378,                0.85341,               0.000298,               0.000298,               0.000298
                    100,                0.35209,                0.21142,                0.87157,                0.70044,                0.77792,                0.76073,                0.68207,                 0.5083,                0.47594,                0.85397,               0.000199,               0.000199,               0.000199
